[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,URL,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,생산기관
613,국회기록보존소,국회연표,벨지움 하원의원 정의장 예방 사진,,1976.07.14,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
614,국회기록보존소,국회연표,벨지움 하원의원 정의장 예방 사진,,1976.07.14,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
615,국회기록보존소,국회연표,벨지움 하원의원 정의장 예방 사진,,1976.07.14,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
616,국회기록보존소,국회연표,벨지움 하원의원 정의장 예방 사진,,1976.07.14,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
617,국회기록보존소,국회연표,벨지움 하원의원 정의장 예방 사진,,1976.07.14,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
618,국회기록보존소,국회연표,자유중국 입법부의장 공항도착 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
619,국회기록보존소,국회연표,서독 하원 부의장 의장예방 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
620,국회기록보존소,국회연표,서독 하원 부의장 의장예방 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
621,국회기록보존소,국회연표,자유중국 입법부의장 공항도착 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
622,국회기록보존소,국회연표,자유중국 입법부의장 공항도착 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
623,국회기록보존소,국회연표,자유중국 입법부의장 공항도착 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
624,국회기록보존소,국회연표,자유중국 입법부의장 공항도착 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
625,국회기록보존소,국회연표,자유중국 입법부의장 공항도착 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
626,국회기록보존소,국회연표,자유중국 입법부의장 공항도착 사진,,1976.07.19,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
627,국회기록보존소,국회연표,인도네시아 의장 출국 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
628,국회기록보존소,국회연표,인도네시아 국회의장 예방 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
629,국회기록보존소,국회연표,인도네시아 의장 출국 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
630,국회기록보존소,국회연표,인도네시아 의장 출국 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
631,국회기록보존소,국회연표,인도네시아 국회의장 예방 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
632,국회기록보존소,국회연표,인도네시아 국회의장 공항도착 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
633,국회기록보존소,국회연표,인도네시아 의장 출국 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
634,국회기록보존소,국회연표,인도네시아 국회의장 예방 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
635,국회기록보존소,국회연표,인도네시아 국회의장 예방 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
636,국회기록보존소,국회연표,인도네시아 국회의장 공항도착 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
637,국회기록보존소,국회연표,인도네시아 국회의장 공항도착 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
638,국회기록보존소,국회연표,인도네시아 국회의장 공항도착 사진,,1976.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
639,국회기록보존소,국회연표,프랑스 의원단(한. 불의원) 의장님 예방 사진,,1976.08.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
640,국회기록보존소,국회연표,프랑스 의원단(한. 불의원) 의장님 예방 사진,,1976.08.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
641,국회기록보존소,국회연표,프랑스 의원단(한. 불의원) 의장님 예방 사진,,1976.08.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
642,국회기록보존소,국회연표,프랑스 의원단(한. 불의원) 의장님 예방 사진,,1976.08.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
643,국회기록보존소,국회연표,프랑스 하원의원단 국회참관 사진,,1976.08.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
644,국회기록보존소,국회연표,프랑스 하원의원단 국회참관 사진,,1976.08.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
645,국회기록보존소,국회연표,C. H. Wilson 미국하원의원 방한 사진,,1976.09.30,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
646,국회기록보존소,국회연표,C. H. Wilson 미국하원의원 방한 사진,,1976.09.30,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
647,국회기록보존소,국회연표,C. H. Wilson 미국하원의원 방한 사진,,1976.09.30,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
648,국회기록보존소,국회연표,C. H. Wilson 미국하원의원 방한 사진,,1976.09.30,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
649,국회기록보존소,국회연표,C. H. Wilson 미국하원의원 방한 사진,,1976.09.30,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
650,국회기록보존소,국회연표,C. H. Wilson 미국하원의원 방한 사진,,1976.09.30,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
651,국회기록보존소,국회연표,인도네시아 국회부의장 방한 사진,,1976.10.24,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
652,국회기록보존소,국회연표,인도네시아 국회부의장 방한 사진,,1976.10.24,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
653,국회기록보존소,국회연표,인도네시아 국회부의장 방한 사진,,1976.10.24,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
654,국회기록보존소,국회연표,인도네시아 국회부의장 방한 사진,,1976.10.24,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
655,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
656,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
657,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
658,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
659,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
660,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
661,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
662,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
663,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
664,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
665,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
666,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
667,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
668,국회기록보존소,국회연표,스웨덴 국회부의장 방한 사진,,1976.10.31,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
669,국회기록보존소,국회연표,Kasongo Mukundji 자이르 국회의원 의장 예방 사진,,1976.11.01,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
670,국회기록보존소,국회연표,Kasongo Mukundji 자이르 국회의원 의장 예방 사진,,1976.11.01,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
671,국회기록보존소,국회연표,정일형의원의 마지막 고별사 사진,,1977.03.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
672,국회기록보존소,국회연표,정일형의원의 마지막 고별사 사진,,1977.03.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
673,국회기록보존소,국회연표,정일형의원의 마지막 고별사 사진,,1977.03.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
674,국회기록보존소,국회연표,정일형의원의 마지막 고별사 사진,,1977.03.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
675,국회기록보존소,국회연표,정일형의원의 마지막 고별사 사진,,1977.03.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
676,국회기록보존소,국회연표,정일형의원의 마지막 고별사 사진,,1977.03.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
677,국회기록보존소,국회연표,정일형의원의 마지막 고별사 사진,,1977.03.22,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
678,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
679,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
680,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
681,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
682,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
683,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
684,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
685,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
686,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
687,국회기록보존소,국회연표,과테말라 의장 국회내방 사진,,1977.03.29,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
