한국영상자료원 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,부제,URL,기간/등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,1.0,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
436,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,1월_한국영화 100선 릴레이,경마장 가는길/깊고 푸른 밤/돼지가 우물에 빠진 날/바보선언총 4 편,,2011.01.18.화 ~ 01.28.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
437,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,시네마테크KOFA가 주목한 2010년 한국영화,"경계도시 2/계몽영화/김복남 살인사건의 전말/부당거래/빗자루, 금붕어 되다/시/여행/옥희의 영화/이끼/페어러브/하하하총 11 편",,2011.01.18.화 ~ 01.30.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
438,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,연애: 달콤 혹은 살벌한,"…ing/광식이 동생 광태/달콤, 살벌한 연인/어디선가 누군가에 무슨 일이 생기면 틀림없이 나타난다 홍반장/연애의 목적/와니와 준하총 6 편",,2011.02.01.화 ~ 02.08.화,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,"시집가는날(1956),마부(1961) 외 1963년 이후 작품",
439,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,Korean Cinema in Berlinale,"고양이를 부탁해/길소뜸/땡볕/마부/멋진 하루/밀애/밤과 낮/복수는 나의 것/시집가는 날(복원판)/싸이보그지만 괜찮아/장화, 홍련/화엄경/후회하지 않아총 13 편",,2011.02.09.수 ~ 02.17.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
440,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,천하장사 마돈나,천하장사 마돈나총 1 편,,2011.02.12.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
441,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,우리 시대 시네아스트2: 이창동,밀양/박하사탕/시/오아시스/초록물고기총 5 편,,2011.02.17.목 ~ 02.23.수,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
442,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,자유부인,자유부인총 1 편,,2011.02.20.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,1956년작,
443,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,애니메이션 블루레이 특별전,9 : 나인/바시르와 왈츠를/스카이 크롤러/에반게리온: 서/에반게리온: 파총 5 편,,2011.02.24.목 ~ 02.27.일,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,모두 외국영화로 다수의 스틸컷 포함,
444,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,불청객,불청객총 1 편,,2011.02.27.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
445,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,3월_클래식 한국영화 릴레이,국경의 밤/미쓰 촌닭/미워도 다시한번(3편)/월하의 검/유정검화/팔도검객총 6 편,,2011.03.01.화 ~ 03.10.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,1970년작,
446,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,장률 감독전,[강연]/경계/궤도/당시/두만강/망종/이리/중경총 8 편,,2011.03.01.화 ~ 03.10.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
447,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,존 포드 걸작선,굽이도는 증기선/나의 계곡은 푸르렀다/리버티 밸런스를 쏜 사나이/모호크 족의 북소리/철마/황야의 결투총 6 편,,2011.03.11.금 ~ 03.15.화,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,모두 1963년 이전 작품,
448,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,귀여워,귀여워총 1 편,,2011.03.12.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
449,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,쟝 피에르 멜빌 걸작선,그림자 군단/도박꾼 밥/밀고자/바다의 침묵/암흑가의 세 사람총 5 편,,2011.03.16.수 ~ 03.20.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,"밀고자(1961),바다의 침묵(1949),도박꾼밥(1959) 외 2편 1963년 이후 영화",
450,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,청춘: 기쁜 우리 젊은 날,고교얄개/고래사냥/고양이를 부탁해/기쁜 우리 젊은 날/마이 제너레이션/말죽거리 잔혹사/맨발의 청춘/바람불어 좋은날/바보들의 행진/바이 준/비트/여고괴담 두번째 이야기/엽기적인 그녀/와이키키 브라더스/은하해방전선/청춘극장/초우/태양은 없다/품행제로/행복은 성적순이 아니잖아요/휴일총 21 편,,2011.03.22.화 ~ 04.06.수,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
451,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,몽골 영화제,미지의 여인/사막의 환상/열정/일어났던 사건/천하장사총 5 편,,2011.03.23.수 ~ 03.26.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,"영화별 스틸컷 1장, 모두 외국영화",
452,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,평범한 날들,평범한 날들총 1 편,,2011.03.27.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
453,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,독립영화워크숍 20주년 기념영화제,"경축! 우리 사랑/독립영화워크숍 실습작품 모음/독립작가 모음/바퀴, 시설 장애인의 역습/부당거래/영상원 모음/영화아카데미 모음/자가당착: 시대정신과 현실참여/후회하지 않아총 9 편",,2011.04.01.금 ~ 04.03.일,,미부착,,개방 가능,공공누리 1유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
454,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,한국영화 콘티뉴이티 특별전,"YMCA 야구단/광식이 동생 광태/그놈 목소리/너는 내 운명/달콤한 인생/미녀는 괴로워/슈퍼스타 감사용/시라노; 연애조작단/어린 신부/의형제/장화, 홍련/추격자/타짜총 13 편",,2011.04.07.목 ~ 04.21.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
455,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[여성영화제]한국영화회고전: 도시를 걷는 여자들,[강연]도시를 걷는 여자들/검은 머리/과부춤/미몽/바보선언/서울의 휴일/여사장/영자의 전성시대/청춘의 십자로(무성)/화녀/휴일총 11 편,,2011.04.08.금 ~ 04.14.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,"서울의 휴일(1956),청춘의 십자로(1934),미몽(1936),여사장(1959) 외 나머지 1963년 이후 영화",
456,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,어느 여대생의 고백,어느 여대생의 고백총 1 편,,2011.04.09.토,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,1958년작,
457,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"晩秋, 늦가을의 정취에 빠지다",만추(김수용)/만추(김태용)/약속/육체의 약속총 4 편,,2011.04.14.목 ~ 04.17.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
458,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,애니메이션 정기상영_4월,21세기 애니메이터총 1 편,,2011.04.16.토,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화 스틸컷 1장,
459,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,아키 카우리스마키 감독전,과거가 없는 남자/나는 살인청부업자를 고용했다/레닌그라드 카우보이 모세를 만나다/레닌그라드 카우보이 미국에 가다/보헤미안의 삶/성냥공장 소녀/아리엘/어둠은 걷히고/천국의 그림자/토탈 발라라이카 쇼/황혼의 빛총 11 편,,2011.04.19.화 ~ 05.01.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
460,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,변신,변신총 1 편,,2011.04.23.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,스틸컷 1장,
461,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,블루레이 특별전,그라인드 하우스/렛 미 인/스즈미야 하루히의 소실/싱글맨/판의 미로/허트 로커총 6 편,,2011.05.03.화 ~ 05.07.토,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,모두 외국영화로 다수의 스틸컷 포함,
462,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,5월 앵콜극장전,"기적의 오케스트라, 엘 시스테마/로큰롤 인생/몽골/사랑하고 싶은 시간/산타렐라 패밀리/세상의 모든 계절/아이 엠 러브/오슬로의 이상한 밤/우리 의사 선생님/울트라 미라클 러브 스토리/파리 36의 기적/피나 바우쉬의 댄싱 드림즈/환상의 그대총 13 편",,2011.05.05.목 ~ 05.19.목,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,모두 외국영화로 다수의 스틸컷 포함,
463,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,발굴! 미개봉 장편독립전,192-399: 더불어사는 집 이야기/나비맛 비스킷/러브 인 코리아/몽실언니/방독피/앞산전/좋은 배우총 7 편,,2011.05.08.일 ~ 05.15.일,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,모두 외국영화로 다수의 스틸컷 포함,
464,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"발굴, 복원 그리고 초기영화로의 초대",고령가 소년 살인사건/공포분자/광녀/나는 트럭이다/남과 여/너와 헤어져(연주)/루이 푀이아드 1/루이 푀이아드 2/마지막 날의 언약/맨발의 눈길/머더/방범대원 용팔이/버림받은 자의 일기(연주)/비인간(연주)/사랑의 병실/삼룡이라 불러라/서울의 지붕밑/성냥팔이 소녀(연주)/수병의 일기/아틀란티스(연주)/악명/악인의 계곡/애정만세/약탈/엠/연연풍진/연화/연화(속)/왜?/우리에게 축배를/육군사관학교/음식남녀/이중의 사랑(연주)/자정의 사랑/죽엄의 상자/집행유예/테드 코넌트 컬렉션 1/테드 코넌트 컬렉션 2/폭력은 없다/하얀 수염/험프리 렌지 컬렉션: USIS 문화영화 1/험프리 렌지 컬렉션: USIS 문화영화 2/험프리 렌지 컬렉션: USIS 문화영화 3총 43 편,,2011.05.17.화 ~ 06.19.일,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,"다수 스틸컷 포함, 외국영화는 모두 1963년 이전 영화",
465,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,5월_독립영화 기획전,"[독립애니]가족의 달 특선, 내 곁에 있어 줘/하얀 정글총 2 편",,2011.05.19.목 ~ 05.21.토,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화 포스터 및 스틸컷 1장,
466,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,내 깡패같은 애인,내 깡패 같은 애인총 1 편,,2011.05.21.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
467,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,뽕똘,뽕똘총 1 편,,2011.05.28.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
468,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,이탈리안 네오 리얼리즘 특별전,가난한 연인들의 연대기/강박관념/무방비 도시/밀라노의 기적/아름다운 여인/아카토네/움베르토 D/흔들리는 대지총 8 편,,2011.06.07.화 ~ 06.19.일,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,"모두 1963년 이전 작품, 외국영화, 저작권 보호기간 만료",
469,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,시: 블루레이 출시 특별상영,시총 1 편,,2011.06.11.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,영화 감독 배우 촬영 사진,
470,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,6월_독립영화 기획전,[독립다큐]레즈/[독립애니]전쟁과 평화총 2 편,,2011.06.16.목 ~ 06.18.토,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화별 스틸컷 1장씩,
471,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"長短동시상영전, 그들의 시작을 만나다","125 전승철+무산일기/남매의 집+짐승의 끝/도둑소년+혜화,동/면도를 하다+레인보우/산책+바다쪽으로, 한 뼘 더/성관계는 없다+나는 곤경에 처했다!/아이들+파수꾼/야수와 동정의 밤+간증/전쟁영화+계몽영화/폴라로이드 작동법+조금만 더 가까이/프랑스 중위의 여자+장례식의 멤버/학교 다녀왔습니다+회오리 바람총 12 편",,2011.06.17.금 ~ 07.03.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
472,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,좋지 아니한가,좋지 아니한가총 1 편,,2011.06.18.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
473,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,휴일,휴일총 1 편,,2011.06.19.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
474,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,망령의 기억,깊은밤 갑자기/마의 계단/망령의 곡/망령의 웨딩드레스/목없는 미녀/목없는 여살인마/살인나비를 쫓는 여자/살인마/여곡성/우주괴인 왕마귀/월하의 공동묘지(기생월향지묘)/이어도/충녀/하녀총 14 편,,2011.06.21.화 ~ 06.30.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
475,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,故 김인문 추모상영,감자/수탉총 2 편,,2011.06.25.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
476,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,아이들,아이들/엄마...총 2 편,,2011.06.25.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
